id_inventory_attachment;tipe_item;no_item;po_id;id_inventory_unit;attachment_id;sn_attachment;baterai_id;sn_baterai;charger_id;sn_charger;kondisi_fisik;kelengkapan;catatan_fisik;lokasi_penyimpanan;attachment_status;tanggal_masuk;catatan_inventory;created_at;updated_at;
;charger;C1316;;;;;;;55;108006E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108006E2404;POS 2;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1316', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1317;;7248;;;;;55;108006E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108006E2404;PT MULIA BERSAUDARA( DIJUAL 9 Nov 24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7248' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1317', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1318;;7531;;;;;55;111171E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111171E2404;Cipta Mortar Utama Gresik;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7531' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1318', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1319;;7349;;;;;55;108005E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108005E2404;Kaldu Sari Nabati Majalengka;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7349' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1319', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1320;;7419;;;;;55;108025E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108025E2404;Daya Cipta Kemasindo Karawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7419' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1320', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1321;;7263;;;;;55;097410E2402;Baik;Lengkap;LITHIUM 80V 200A SN : 097410E2402;Papandayan Cocoa Industri (Mengger Beans);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7263' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1321', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1322;;7532;;;;;55;108009E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108009E2404;Cipta Mortar Utama Cibitung;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7532' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1322', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1323;;7529;;;;;55;108010E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108010E2404;Cipta Mortar Utama Cibitung;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7529' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1323', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1324;;7351;;;;;55;111169E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111169E2404;Daya Cipta Kemasindo Karawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7351' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1324', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1325;;7240;;;;;55;108024E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108024E2404;PT INDOFOOD FORTUNA MAKMUR( DIJUAL 7.10.24) UNILIFT;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7240' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1325', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1326;;7421;;;;;55;111168E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111168E2404;Sinotrans Cibitung / MM;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7421' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1326', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1327;;7308;;;;;55;108017E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108017E2404;Asianagro (Apical Group) Marunda;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7308' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1327', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1328;;7591;;;;;55;093942E2402;Baik;Lengkap;LITHIUM 80V 200A SN : 093942E2402;YCH Cikarang Deltamas (MDC);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7591' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1328', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1329;;7464;;;;;55;111161E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111161E2404;Univenus Serang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7464' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1329', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1330;;7528;;;;;55;111160E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111160E2404;Cipta Mortar Utama Cibitung;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7528' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1330', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1331;;7275;;;;;55;111154E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111154E2404;Kamadjaja Softek Karawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7275' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1331', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1332;;7313;;;;;55;108013E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108013E2404;KCC Glass Batang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7313' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1332', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1333;;7304;;;;;55;093940E2402;Baik;Lengkap;LITHIUM 80V 200A SN : 093940E2402;Arisa Semarang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7304' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1333', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1334;;7291;;;;;55;112826E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 112826E2404;LG tangerang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7291' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1334', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1335;;;;;;;55;111156E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111156E2404;POS 5;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1335', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1336;;;;;;;55;111155E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111155E2404;KCC Glass Batang;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1336', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1337;;7312;;;;;55;108011E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 108011E2404;KCC Glass Batang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7312' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1337', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1338;;7254;;;;;55;111158E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 111158E2404;CV EXELINDO ABADI( DIJUAL 16.7.24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7254' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1338', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1339;;7293;;;;;55;093935E2404;Baik;Lengkap;LITHIUM 80V 200A SN : 093935E2404;CV EXCELINDO ABADI ( ERIK) DIJUAL 28.6.24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7293' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1339', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1340;;7309;;;;;55;SW2403282308;Baik;Lengkap;LITHIUM 24V 100A SN : SW2403282308;PT BERKAH MAKMUR REJEKI( Dijual 27.6.24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7309' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1340', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1341;;7310;;;;;55;SW2403017008;Baik;Lengkap;LITHIUM 24V 100A SN : SW2403017008;PT Hulane Tech Manufacture(Dijual 26.7.24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7310' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1341', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1342;;7255;;;;;55;TFL243024C02155;Baik;Lengkap;LI ION 24V 30A SN : TFL243024C02155;PT Hulane Tech Manufacture(Dijual 26.7.24);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7255' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1342', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1343;;7341;;;;;55;NLZNZB24122309100387;Baik;Lengkap;WEIHAI TONSLOAD POWER LFP CAN 100 240V SN : NLZNZB24122309100387;POS 5;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7341' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1343', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1344;;7342;;;;;55;NLZNZB24122309100342;Baik;Lengkap;WEIHAI TONSLOAD POWER LFP CAN 100 240V SN : NLZNZB24122309100342;POS 5;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7342' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1344', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1345;;7343;;;;;55;NLZNZB24122309100327;Baik;Lengkap;WEIHAI TONSLOAD POWER LFP CAN 100 240V SN : NLZNZB24122309100327;POS 5;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7343' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1345', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1346;;;;;;;55;NLZNZB24122309100351;Baik;Lengkap;LITHIUM 29.2V 100 240Vac SN : NLZNZB24122309100351;POS 5;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1346', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1347;;7423;;;;;55;118551E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118551E2405;Ultra Jaya Milk Padalarang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7423' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1347', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1348;;7346;;;;;55;120840E2406;Baik;Lengkap;LITHIUM 80V 200A SN : 120840E2406;Lazada / Lastana Express Cimanggis;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7346' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1348', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1349;;7347;;;;;55;118557E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118557E2405;Lazada / Lastana Express Cimanggis;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7347' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1349', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1350;;7348;;;;;55;118560E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118560E2405;Lazada / Lastana Express Cimanggis;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7348' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1350', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1351;;;;;;;55;118544E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118544E2405;Lazada / Lastana Express Cimanggis;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1351', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1352;;7576;;;;;55;120827E2406;Baik;Lengkap;LITHIUM 80V 200A SN : 120827E2406;POS 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7576' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1352', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1353;;7386;;;;;55;118559E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118559E2405;Tuffindo Nittoku Autoneum (TNA) Karawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7386' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1353', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1354;;7353;;;;;55;118555E2405;Baik;Lengkap;LITHIUM 80V 200A SN : 118555E2405;HLI Green Power Karawang (LX Pantos);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7353' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1354', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C1355;;7387;;;;;55;120830E2406;Baik;Lengkap;LITHIUM 80V 200A SN : 120830E2406;Supernova Ancol;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7387' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C1355', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
